Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
transsynw,0.500,"A single-cell RNA-sequencing based web application to guide cell conversion experiments.

Convert between cell subtypes by using single-cell data to identify an optimal, subtype-specific set of core transcription factors personalized for your own human or mouse cell study.

Starting cell population: Select or upload a tab-separated file with the single-cell gene expression data from the cell type you started your differentiation protocol from. Genes should be labeled according to the Gene Symbols nomenclature.","['Transcription factors and regulatory sites', 'RNA-Seq', 'Cell biology', 'Regenerative medicine', 'Ontology and terminology']",[],0.0,https://git-r3lab.uni.lu/mariana.ribeiro/transsynw,https://bio.tools/transsynw,339.0,215.0,289.4
monarch initiative,0.500,"An integrative data and analytic platform connecting phenotypes to genotypes across species.

Combine genotype and phenotype data across species for patient variant prioritization, functional annotation and pathogenicity determination.

Securely share & discuss patients with colleagues all around the world.","['Pathology', 'Natural language processing', 'Nutritional science', 'Genotype and phenotype', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/monarch initiative,339.0,215.0,289.4
bionet-mining,0.500,"The biological network mining workflow identifies frequent structural patterns in biochemical reaction networks encoded in the Systems Biology Markup Language (SBML).

The repository contains the scripts for a workflow that identifies frequent structural patterns in biochemical reaction networks encoded in the Systems Biology Markup Language.","['Systems biology', 'Molecular interactions, pathways and networks', 'Workflows', 'Data mining', 'Ontology and terminology']",['Script'],0.0,,https://bio.tools/bionet-mining,339.0,215.0,289.4
cellml,0.500,"CellML 2.0 is an XML-based language for describing and exchanging mathematicalmodels of physiological systems. MathML embedded in CellML documents is used to define the underlyingmathematics  of models. Models  consist  of  a  network of reusable  components,  each  with  variables  andequations giving relationships between those variables. Models may import other models to create systems ofincreasing complexity. CellML 2.0 is defined by the normative specification presented here, prescribing theCellML syntax and the rules by which it should be used.","['Mathematics', 'Ontology and terminology', 'Physiology']",[],0.0,http://www.cellml.org/cellml/2.0,https://bio.tools/cellml,339.0,215.0,289.4
cbo,0.500,"Cell Behavior Ontology, is designed to describe multi-cell computational models. In particular to describe both the existential behaviors of cells (spatiality, growth, movement, adhesion, death, …) and computational models of those behaviors. It is an OWL-2 ontology developed in Protégé 4.","['Computational biology', 'Ontology and terminology', 'Cell biology']",['Command-line tool'],13.0,http://www.mybiosoftware.com/cbo-1-0-1-describing-the-intrinsic-biological-behaviors-of-real-and-model-cells.html,https://bio.tools/cbo,339.0,272.0,312.20000000000005
pdzpepint,0.500,"It is a cluster based prediction tool to predict binding peptides of PDZ domains in human, mouse, fly and worm. Peptides are represented as 5 C-terminal sequences of binding proteins. Depending on the user requirement Gene Ontology database can be used for getting reliable interactions. Additionally, it will also consider the C-terminal peptides that are intrinsically unstructured for getting high confidence interactions.","['Sequences', 'Peptides', 'Interactions', 'Proteins', 'Ontology and terminology']",['Web application'],8.0,http://www.mybiosoftware.com/pdzpepint-1-0-0-pdz-peptide-interaction-prediction.html,https://bio.tools/pdzpepint,339.0,261.0,307.8
dictyexpress,0.500,"An interactive, web-based exploratory data analytics application providing access to over 1,000 Dictyostelium gene expression experiments from Baylor College of Medicine.","['Medicine', 'Networks', 'Ontology and terminology', 'Gene expression']",['Desktop application'],0.0,http://www.mybiosoftware.com/dictyexpress-1-5-dictyostelium-gene-expression-analysis.html,https://bio.tools/dictyexpress,339.0,215.0,289.4
ivariantguide,0.500,"Web-based application that provides variant assessment, interactive pathway impact analysis of genetic variants, as well as a unique Gene Ontology (GO) analysis.","['Molecular interactions, pathways and networks', 'Ontology and terminology', 'Sequencing']",['Desktop application'],0.0,,https://bio.tools/ivariantguide,339.0,215.0,289.4
deepcirgo,0.500,"DeepciRGO is a computational method for microRNA Gene Ontology function prediction. It constructed a global heterogeneous network through circRNA co-expression, circRNA-protein association, and protein-protein interaction data. The potential network feature vector of the global network is extracted by Hin2vec and are further used for the construction of deep neural network classifier to predict circRNA Gene Ontology function.","['Pathology', 'Machine learning', 'Functional, regulatory and non-coding RNA', 'Protein interactions', 'Ontology and terminology']",['Command-line tool'],0.0,,https://bio.tools/deepcirgo,339.0,215.0,289.4
mvgst,0.500,"Platform-independent tools to identify GO terms that are differentially active in multiple contrasts of interest. Given a matrix of one-sided p-values, it uses meta-analytic methods to combine p-values for all genes annotated to each gene set, and then classify them as significantly more active, less active, or not significantly differentially active in each contrast of interest. With multiple contrasts of interest, each gene set is assigned to a profile of differential activity.","['Ontology and terminology', 'Functional genomics']","['Command-line tool', 'Library']",671.0,,https://bio.tools/mvgst,339.0,348.0,342.6
seqhound,0.500,A freely available bioinformatics database warehouse resource that collects bioinformatics data from a number of sources including the National Center for Biotechnology Information and the Gene Ontology Consortium. It is designed for programmers who need unrestricted access to up-to-date data.,"['Data submission, annotation and curation', 'Bioinformatics', 'Sequencing', 'Structure analysis', 'Ontology and terminology']",['Command-line tool'],39.0,http://www.mybiosoftware.com/seqhound-3-02-bioinformatics-database-warehouse-resource.html,https://bio.tools/seqhound,339.0,300.0,323.4
gpannotate,0.500,"Rendering glycans and annotating glycopeptide mass spectra.

Find information on common issues.

Ask questions and find answers from other users.

gpAnnotate: A program for the detailed annotation of MS/MS glycoproteomics spectra using DrawGlycan-SNFG sketches.

The Glycopeptide Spectrum Annotation program ( gpAnnotate ) is designed to annotate individual glycoproteomics MS/MS spectrum for several established mass spectrometry fragmentation modes:","['Proteomics', 'Ontology and terminology', 'Proteomics experiment', 'Small molecules']",['Desktop application'],2.0,,https://bio.tools/gpannotate,339.0,236.0,297.8
godoc,0.500,"High-throughput protein function prediction using novel k-nearest-neighbor and voting algorithms.

GODoc: A High-Throughput Protein Function Prediction using the Novel k-nearest-neighbor and Voting algorithms.","['Function analysis', 'Model organisms', 'Ontology and terminology', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/godoc,339.0,215.0,289.4
lungmap,0.500,"A comparison of alveolar formation and maturation within mouse and human lung.

Anatomic Ontology for Mouse Lung Maturation.

Cell Ontology for Mouse Lung Maturation.

Anatomic Ontology for Human Lung Maturation.

Cell Ontology for Human Lung Maturation.

Search BREATH to explore the developing lung.

LungMAP provides users with a tool to annotate images within the website. This webpage provides instructions on how to annotate an image using the tool.

Image annotation to convey specific information about an image, importantly, in the context of the image increases its value exponentially, especially with resolution on the molecular level.

LungMAP human and mouse ontologies reference page provides links to the LungMAP Ontology Browser, Release Notes, and text files for the scientific community to view the ontologies.","['Anatomy', 'Imaging', 'Metabolomics', 'Proteomics', 'Ontology and terminology']",['Web application'],0.0,https://www.lungmap.net/resources/annotation/,https://bio.tools/lungmap,339.0,215.0,289.4
nemine,0.500,Recognises gene and protein names in biomedical text.,"['Gene and protein families', 'Statistics and probability', 'Proteins', 'Data mining', 'Ontology and terminology']",['Web application'],29.0,,https://bio.tools/nemine,339.0,290.0,319.4
ometa,0.500,"Ontology-based, data-driven metadata tracking system.","['Metagenomics', 'Genotype and phenotype', 'Ontology and terminology']",['Web application'],0.0,,https://bio.tools/ometa,339.0,215.0,289.4
