Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
lailaps-qsm,0.375,A machine learning approach for optimizing data searching and filtering from life-science databases. It is integrated in the LAILAPS search engine.,"['Data mining', 'Ontology and terminology', 'Natural language processing', 'Machine learning']",['Plug-in'],0.0,,https://bio.tools/lailaps-qsm,573.0,315.0,469.8
umlsmapper,0.325,Cross-lingual Semantic Annotation of Biomedical Literature.,"['Medicine', 'Machine learning', 'Natural language processing', 'Bioinformatics']",[],0.0,,https://bio.tools/umlsmapper,544.0,315.0,452.4
relna,0.312,Text mining tool for relation extraction of Protein to DNA and to RNA interactions.,['Literature and language'],"['Command-line tool', 'Library']",0.0,https://github.com/ashishbaghudana/mthesis-ashish,https://bio.tools/relna,543.0,315.0,451.8
itextmine,0.312,Integrated text-mining system for large-scale knowledge extraction from the literature.,"['Molecular interactions, pathways and networks', 'Natural language processing', 'Data mining']",['Web application'],1.0,,https://bio.tools/itextmine,543.0,338.0,461.0
yeast metaboliner,0.312,"Yeast MetaboliNER is a tool to automatically identify metabolite names in the literature, and associate structures where possible, to define the reported yeast metabolome.","['Metabolomics', 'Literature and language', 'Natural language processing', 'Small molecules']",['Web application'],0.0,,https://bio.tools/yeast metaboliner,543.0,315.0,451.8
pubtator,0.312,Web server for text based mining to assist biocuration.,"['Data mining', 'Structure analysis', 'Natural language processing', 'Data submission, annotation and curation']",['Web application'],132.0,,https://bio.tools/pubtator,543.0,529.0,537.4000000000001
pubtator central,0.312,"Web-based application that provides computer-annotated biomedical concepts, such as genes and mutations, in PubMed citations and PMC full-text articles.","['Medicine', 'Natural language processing', 'Data mining']",['Web application'],11.0,,https://bio.tools/pubtator central,543.0,409.0,489.40000000000003
facta plus,0.312,"Real-time text-mining system for finding and visualizing indirect associations between biomedical concepts from MEDLINE abstracts. The system can be used as a text search engine like PubMed, with additional features to help users to discover and visualize indirect associations between important biomedical concepts such as genes, diseases and chemical compounds.","['Pathology', 'Natural language processing', 'Machine learning', 'Small molecules', 'Medical informatics']",['Web application'],172.0,,https://bio.tools/facta plus,543.0,539.0,541.4000000000001
receem,0.312,"A graph-based method for reconstructing entities from coordination ellipsis in medical text.

Coordination ellipsis is a linguistic phenomenon particularly abundant in science jargon and in medical text. We aim to contribute a generalizable unsupervised method to reconstruct concepts from medical coordination elliptical expressions.","['Medicine', 'Natural language processing', 'Preclinical and clinical studies', 'Workflows', 'Gene expression']",[],0.0,,https://bio.tools/receem,543.0,315.0,451.8
plan2l,0.312,"A web based tool that integrates text mining and information extraction techniques to access useful information for analyzing genetic, cellular and molecular aspects of Arabidposis thaliana.","['Genetics', 'Molecular interactions, pathways and networks', 'Model organisms', 'Natural language processing']",['Web application'],22.0,,https://bio.tools/plan2l,543.0,442.0,502.6
mtl-bc-lbc-bioner,0.312,"Dataset-aware multi-task learning approaches for biomedical named entity recognition.

Named entity recognition is a critical and fundamental task for biomedical text mining. Recently, researchers have focused on exploiting deep neural networks for biomedical named entity recognition (Bio-NER). The performance of deep neural networks on a single dataset mostly depends on data quality and quantity while high-quality data tends to be limited in size. To alleviate task-specific data limitation, some studies explored the multi-task learning (MTL) for Bio-NER and achieved state-of-the-art performance. However, these MTL methods did not make full use of information from various datasets of Bio-NER. The performance of state-of-the-art MTL method was significantly limited by the number of training datasets","['Medicine', 'Natural language processing', 'Machine learning']",['Command-line tool'],0.0,,https://bio.tools/mtl-bc-lbc-bioner,543.0,315.0,451.8
bionda - biomarker database,0.312,"The BIONDA biomarker database provides structured information on all biomarker candidates published in PubMed articles. There is no limitation to any kind of diseases. To this end, PubMed article abstracts and renowned databases such as UniProt and Human Disease Ontology are used as sources for BIONDA’s database entries. These are acquired automatically and updated regularly using text mining methods. BIONDA is available freely via a user-friendly web interface. As a specific characteristic, BIONDA’s database entries are rated by a scoring approach estimating biomarker reliability.","['Literature and language', 'Biological databases', 'Bioinformatics', 'Proteomics', 'Biomarkers', 'Proteins']","['Database portal', 'Web service']",0.0,https://www.ruhr-uni-bochum.de/mpc/software/mature/index.html.en#BIONDA,https://bio.tools/bionda - biomarker database,543.0,315.0,451.8
sci.ai,0.312,"sci.AI is a free platform that “understands” research papers and “explains” them to analytics and search algorithms.  

The platform takes all biomedical papers, trials, and projects and interlinks research findings in a semantic graph. Then, it mimics human reasoning to return discovered pathways and support research","['Medicine', 'Biology', 'Biomedical science', 'Biotechnology']",['Web application'],0.0,,https://bio.tools/sci.ai,543.0,315.0,451.8
geneview,0.312,Webserver that lets you search scientific articles using keywords and identifiers for specific biological entities. It has advanced features like: recognizing biological entities like genes and SNPs.,"['Pathology', 'Molecular interactions, pathways and networks', 'Literature and language', 'DNA polymorphism']",['Web application'],40.0,,https://bio.tools/geneview,543.0,478.0,517.0
organisms,0.312,"ORGANISMS is a weekly updated web resource that facilitates taxonomy-aware search and retrieval of articles. To this end, the the resource performs named entity recognition of terms from the NCBI Taxonomy on PubMed abstracts. The resource further provides download files of organism-disease and organism-tissue associations extracted through automatic text mining.",['Natural language processing'],['Database portal'],43.0,,https://bio.tools/organisms,543.0,482.0,518.6
ukpmc,0.300,"UK PubMed Central is a full-text article database that extends the functionality of the original PubMed Central (PMC) repository. Now includes both a UKPMC and PubMed search, as well as access to other records such as Agricola, Patents and recent biomedical theses. Furthermore, UKPMC contains 'Cited By' information as an alternative way to navigate the literature and has incorporated text-mining approaches to semantically enrich content and integrate it with related database resources.","['Medicine', 'Literature and language', 'Natural language processing', 'Transcription factors and regulatory sites']",['Database portal'],30.0,,https://bio.tools/ukpmc,530.0,461.0,502.4
