Tool,keywords_score,Description,Topics,Operations,Inputs,Outputs,Type,Citations,URL,biotoolsID,License,keyword_rank,citations_rank,comp_score
DNAtraffic,0.375,"Database dedicated to comprehensive and rich annotations of genome dynamics during cell life. DNAtraffic contains extensive data on the nomenclature, ontology, structure and function of proteins related to control of the DNA integrity mechanisms such as chromatin remodeling, DNA repair and damage response pathways from eight model organisms commonly used in the DNA-related study.","['Model organisms', 'Molecular interactions, pathways and networks', 'Epigenetics', 'Pathology', 'Ontology and terminology']","['DNA structure prediction', 'Protein function analysis', 'Annotation', 'Protein modelling']",[],[],['Database portal'],3.0,,dnatraffic,,605.0,330.0,495.0
DTranNER,0.375,DTranNER is a tool for biomedical named entity recognition with deep learning-based label-label transition model.,"['Natural language processing', 'Bioinformatics', 'Data mining', 'Machine learning']",['Named-entity and concept recognition'],[],[],[],2.0,,dtranner,,605.0,305.0,485.0
OPA2Vec,0.375,"Combining formal and informal content of biomedical ontologies to improve similarity-based prediction.

Ontologies Plus Annotations to Vectors: OPA2Vec.

OPA2Vec is a tool that can be used to produce feature vectors for biological entities from an ontology. OPA2Vec uses mainly metadata from the ontology in the form of annotation properties as the main source of data. It also uses formal ontology axioms as well as entity-concept associations as sources of information. This document provides instructions on how to run OPA2Vec as a tool and contains also a detailed documentation of the implementation of OPA2Vec for users willing to change the code according to their needs which is quite easy.","['Statistics and probability', 'Medical informatics', 'Rare diseases', 'Genotype and phenotype', 'Pathology', 'Ontology and terminology']","['Protein interaction prediction', 'Text annotation', 'Fold recognition']",[],[],['Command-line tool'],10.0,,opa2vec,GPL-3.0,605.0,400.0,523.0
Diversity Workbench,0.375,"The modularized Diversity Workbench (=DWB) represents a tool suite for the management of life and environmental sciences data. The DWB is handling different kinds of bio- and geodiversity data, taxonomies, terminologies, and facilitates the processing of ecological, molecular biological, observational, collection and taxonomic data. It is capable and flexible enough to be applied as data storage system for institutional data repositories. The DWB is set up on a system of 11 xml-enabled SQL relational databases. The rich clients are installed as desktop applications. The DWB might be run as an intranet solution and provide direct interoperability with clients of interlinked DWB databases including cloud services. DWB installations are flexible in the management of highly structured data, enable sophisticated user administration and allow for user-adapted data entry and data exchange. Further, the DWB design facilitates the dynamic integration of web services and external data resources.","['Experimental design and studies', 'Data management', 'Biology', 'Literature and language', 'Omics', 'Environmental science', 'Ontology and terminology']","['Analysis', 'Optimisation and refinement', 'Generation', 'Conversion', 'Annotation', 'Data handling']",[],[],['Workbench'],0.0,https://diversityworkbench.net/Portal/Software,Diversity_Workbench,GPL-2.0,605.0,225.0,453.0
VSM (Visual Syntax Method),0.375,"General-purpose Interface for Biocuration and Knowledge Representation.

— VSM is an intuitive and flexible method for entering and displaying knowledge on any topic, and with any contextual descriptions, in a form that is both semantically precise (for computer processing) and intuitive to read (for humans). VSM makes it practical to translate diverse research findings and their rich context (from literature) into a computable, readable form.

— VSM defines: 1. a knowledge model that corresponds well to human thinking; 2. a user interface ""vsm-box"" to communicate knowledge in this form.
This user interface is a JavaScript component that can be embedded in web apps with two lines of code. It may be filled with an entry template, and emits data upon user input.

| https://vsm.github.io: all info on VSM
| https://github.com/vsm: core modules
| https://github.com/vsm/vsm-box: main user interface
| https://github.com/vsm/vsm-to-rdf: output as RDF","['Model organisms', 'Data submission, annotation and curation', 'Systems biology', 'Literature and language', 'Computational biology', 'Ontology and terminology']","['Ontology visualisation', 'Text annotation']","[{'data': {'term': 'ontology identifier', 'uri': 'http://edamontology.org/data_2338'}}]","[{'data': {'term': 'ontology data', 'uri': 'http://edamontology.org/data_2353'}, 'format': {'term': 'rdf format', 'uri': 'http://edamontology.org/format_2376'}}]",[],0.0,https://vsm.github.io,vsm,AGPL-3.0,605.0,225.0,453.0
Monarch Initiative,0.375,"An integrative data and analytic platform connecting phenotypes to genotypes across species.

Combine genotype and phenotype data across species for patient variant prioritization, functional annotation and pathogenicity determination.

Securely share & discuss patients with colleagues all around the world.","['Natural language processing', 'Nutritional science', 'Genotype and phenotype', 'Pathology', 'Ontology and terminology']","['Text mining', 'Variant prioritisation', 'Text annotation', 'Genotyping']",[],[],['Command-line tool'],16.0,,Monarch_Initiative,,605.0,429.0,534.6
PMO,0.375,"A knowledge representation model towards precision medicine.

The Precision Medicine Ontology (PMO) has been developed as a standardized ontology for human precision medicine with consistent, reusable and sustainable descriptions of human disease terms, genomic molecular, phenotype characteristics and related medical vocabulary disease concepts through collaborative efforts of researchers at Institute of Medical Information, Chinese Academy of Medical Sciences. The Precision Medicine Ontology focuses on the development of a high level patients-centric ontology for the academic research, thus, it systematically integrates biomedicine vocabularies from GO, NCBI Gene, DrugBank, HPO, MeSH, SNOMED CT, etc.","['Personalised medicine', 'Molecular medicine', 'Ontology and terminology', 'Complementary medicine', 'Taxonomy']","['Genome annotation', 'Text annotation', 'Phylogenetic tree annotation']",[],[],[],1.0,,pmo,,605.0,271.0,471.4
GOfuncR,0.375,"It performs a gene ontology enrichment analysis based on the ontology enrichment software FUNC. GO-annotations are obtained from OrganismDb or OrgDb packages; the GO-graph is included in the package and updated regularly. GOfuncR provides the standard candidate vs. background enrichment analysis using the hypergeometric test, as well as three additional tests.",['Ontology and terminology'],['Gene-set enrichment analysis'],[],[],['Library'],0.0,http://bioconductor.org/packages/GOfuncR/,gofuncr,GPL-2.0,605.0,225.0,453.0
Peregrine,0.375,"Software that can be used to recognize concepts in human readable text, based on a database (thesaurus) of known terms. Multi-word terms are correctly recognized. If terms can represent multiple concepts, Peregrine will attempt to disambiguate them.","['Literature and language', 'Data mining', 'Ontology and terminology', 'Rare diseases']","['Data handling', 'Text mining', 'Text annotation']",[],[],['Desktop application'],0.0,,peregrine,AGPL-3.0,605.0,225.0,453.0
GeFF,0.375,"Gene function finding through cross-organism ensemble learning.

GeFF (Gene Function Finder) is a Web-based portal providing an intuitive interface both to compute novel predicted annotations for multiple organisms (all organisms in the Entrez Gene database) and to browse a database of:.

Known annotations of the genes of all organisms in the Entrez Gene database to Gene Ontology (GO) terms describing the gene biological function features,.","['Proteomics', 'Sequence sites, features and motifs', 'Model organisms', 'Machine learning', 'Ontology and terminology']","['Data retrieval', 'Text annotation', 'Gene prediction', 'Gene functional annotation']",[],[],['Web application'],0.0,,geff,,605.0,225.0,453.0
ProPheno,0.375,"An online dataset for accelerating the complete characterization of the human protein-phenotype landscape in biomedical literature.

Identifying protein-phenotype relations is of paramount importance for applications such as uncovering rare and complex diseases. One of the best resources that captures the protein-phenotype relationships is the biomedical literature. In this work, we introduce ProPheno, a comprehensive online dataset composed of human protein phenotype mentions extracted from the complete corpora of Medline and PubMed Central Open Access. Moreover, it includes co-occurrences of protein-phenotype pairs within different spans of text such as sentences and paragraphs. We use ProPheno for completely characterizing the human protein-phenotype landscape in biomedical literature","['Natural language processing', 'Rare diseases', 'Oncology', 'Genotype and phenotype', 'Ontology and terminology']","['Text mining', 'Text annotation']",[],[],[],0.0,,ProPheno,,605.0,225.0,453.0
