Tool,keywords_score,Description,Topics,Type,Citations,URL,bio.tools URL,keyword_rank,citations_rank,Score
coolpup.py,0.417,"coolpup.py is a versatile Python tool to perform pile-up analysis on Hi-C data in .cool format. coolpup.py is particularly well suited performance-wise for analysing huge numbers of potential interactions, since it loads whole chromosomes into memory one by one (or in parallel to speed it up) to extract small submatrices quickly. Having to read everything into memory makes it relatively slow for small numbers of loops, but performance doesn't decrease until you reach a huge number of interactions.","['Transcription factors and regulatory sites', 'ChIP-seq', 'RNA-Seq']","['Command-line tool', 'Library']",0.0,,https://bio.tools/coolpup.py,4470.0,2330.0,3614.0
massive.quant,0.400,"A community resource of quantitative mass spectrometry-based proteomics datasets.

MassIVE.quant is an extension of the Mass Spectrometry Interactive Virtual Environment (MassIVE) to provide the opportunity for large-scale deposition of data from quantitative mass spectrometry-based proteomic experiments.","['Proteomics', 'Proteomics experiment', 'Data acquisition', 'Workflows', 'Sequence analysis']","['Database portal', 'Web service']",0.0,,https://bio.tools/massive.quant,4462.0,2330.0,3609.2
moirai,0.400,"MOIRAI is a compact yet flexible workflow system designed to carry out the main steps in data processing and analysis of CAGE data. MOIRAI has a graphical interface allowing wet-lab researchers to create, modify and run analysis workflows. Embedded within the workflows are graphical quality control indicators allowing users assess data quality and to quickly spot potential problems.","['Data quality', 'Workflows']",['Command-line tool'],17.0,http://www.mybiosoftware.com/moirai-20140528-compact-workflow-system-for-cage-analysis.html,https://bio.tools/moirai,4462.0,3140.0,3933.2
geredb,0.400,"Gene expression regulation database curated by mining abstracts from literature.

Gene Expression Regulation Database.

Gene Expression Regulation Database (GREDB) has been developed to facilitate systems-level analyses that will provide insights into the question of how genes are regulated that governing a specific biological response. GREDB is a publicly available, manually curated biological database depositing the human gene expression regulation relationships (Links). To date, more than 39,000 Links have been contextual-ly annotated through the review of 53,000 plus abstracts. GREDB has the ability to analyze user-supplied gene expression data using the GEREA bioinformatics tool in a causal analysis oriented manner.

The database can be searched use NCBI official gene symbol (eg. CDC42).

The new version of GereDB is online for testing, please visit the following link: Run New GereDB online.

Huang, Tinghua & Huang, Xiali & Shi, Bomei & Yao, Min. (2019)","['Data submission, annotation and curation', 'Bioinformatics', 'Gene regulation', 'Natural language processing']",['Web application'],1.0,,https://bio.tools/geredb,4462.0,2456.0,3659.6
libmgf,0.400,A flex/bison-based Mascot Generic Format (MGF) parser library.,"['Bioinformatics', 'Proteomics', 'Proteomics experiment']",['Command-line tool'],56.0,http://ms-utils.org,https://bio.tools/libmgf,4462.0,3565.0,4103.2
iranges,0.400,"Provides efficient low-level and highly reusable S4 classes for storing, manipulating and aggregating over annotated ranges of integers. Implements an algebra of range operations, including efficient algorithms for finding overlaps and nearest neighbors. Defines efficient list-like classes for storing, transforming and aggregating large grouped data, i.e., collections of atomic vectors and DataFrames.","['Data management', 'Mathematics']","['Command-line tool', 'Library']",956.0,,https://bio.tools/iranges,4462.0,4369.0,4424.8
amyco,0.400,Collection of amyloidoses and other clinical disorders related to amyloid deposition.,"['Pathology', 'Biobank', 'Endocrinology and metabolism']",['Web application'],0.0,,https://bio.tools/amyco,4462.0,2330.0,3609.2
lemon,0.400,"Lemon is a tool for mining features used in downstream structural biology software dealing with 3D Macromolecules. It is designed to be fast and flexible, allowing users to quickly query the 3D features of a given collection of 3D structures.","['Small molecules', 'Drug discovery', 'Data mining', 'Workflows']",['Command-line tool'],0.0,,https://bio.tools/lemon,4462.0,2330.0,3609.2
multiplierz,0.400,Scriptable framework for access to manufacturers' formats via mzAPI.,"['Proteomics', 'Data visualisation', 'Proteomics experiment']",['Desktop application'],96.0,http://ms-utils.org,https://bio.tools/multiplierz,4462.0,3739.0,4172.8
mgnify,0.400,"The microbiome analysis resource in 2020.

MGnify (http: www.ebi.ac.uk metagenomics) provides a free to use platform for the assembly, analysis and archiving of microbiome data derived from sequencing microbial populations that are present in particular environments. Over the past 2 years, MGnify (formerly EBI Metagenomics) has more than doubled the number of publicly available analysed datasets held within the resource. Recently, an updated approach to data analysis has been unveiled (version 5.0), replacing the previous single pipeline with multiple analysis pipelines that are tailored according to the input data, and that are formally described using the Common Workflow Language, enabling greater provenance, reusability, and reproducibility.","['Cell biology', 'Microbial ecology', 'Workflows', 'Sequence assembly', 'Metagenomics']",['Web application'],0.0,,https://bio.tools/mgnify,4462.0,2330.0,3609.2
datanator,0.400,"Datanator is an integrated database of genomic and biochemical data designed to help investigators find data about specific molecules and reactions in specific organisms and specific environments for meta-analyses and mechanistic models. Datanator currently includes metabolite concentrations, RNA modifications and half-lives, protein abundances and modifications, and reaction kinetics integrated from several databases and numerous publications. The Datanator website and REST API provide tools for extracting clouds of data about specific molecules and reactions in specific organisms and specific environments, as well as data about similar molecules and reactions in taxonomically similar organisms.","['Biological databases', 'Systems biology', 'Bioinformatics', 'Molecular interactions, pathways and networks', 'Computational biology', 'Molecular biology']","['Web API', 'Database portal']",0.0,https://github.com/KarrLab/datanator_frontend/issues,https://bio.tools/datanator,4462.0,2330.0,3609.2
g-links,0.400,A gateway server for querying and retrieving gene annotation data,"['Data submission, annotation and curation']",['Desktop application'],0.0,https://github.com/cory-ko/G-Links,https://bio.tools/g-links,4462.0,2330.0,3609.2
tableparser,0.400,"Extract sequences from tab-delimited assembly alignment files (e.g. SimAssembly and AceParser output). Parse out contigs, singletons, and assembled reads into separate files.","['Assembly', 'Sequences']",['Command-line tool'],0.0,http://www.mybiosoftware.com/tableparser-extract-sequences-tab-delimited-assembly-alignment-files.html,https://bio.tools/tableparser,4462.0,2330.0,3609.2
covidmine,0.400,"CovidMine is an InterMine dedicated to COVID-19 / SARS-CoV-2 data which
integrates confirmed Covid-19 cases, deaths, Sars-CoV-2 reference genome
and nucleotide sequences from isolates deposited in Genbank","['Data visualisation', 'Data integration and warehousing']","['Web application', 'Web service', 'Database portal']",135.0,https://registry.intermine.org/,https://bio.tools/covidmine,4462.0,3868.0,4224.4
avian immunome db,0.400,Avian Immunome DB is a user-friendly interface for extracting genetic information about the avian immune system. The avian immune system is characterised by a cascade of complex biological processes underlaid by more than 1000 different genes.,"['Ontology and terminology', 'Immunology', 'Gene expression', 'Gene transcripts', 'Small molecules']",['Database portal'],0.0,https://gitlab.com/rcmueller/immunomedb,https://bio.tools/avian immunome db,4462.0,2330.0,3609.2
